#Fri Feb 25 14:08:15 GMT 2022
133=60.0006,59.9997,60.0027,60.0027,60.0018,59.9987
134=60.0006,59.9997,60.0027,60.0027,60.0018,59.9987
135=60.0006,59.9997,60.0027,60.0027,60.0018,59.9987
136=60.0031,60.0005,60.0024,60.0044,60.0017,60.0005
137=60.0031,60.0005,60.0024,60.0044,60.0017,60.0005
138=60.0031,60.0005,60.0024,60.0044,60.0017,60.0005
139=60.0031,60.0005,60.0024,60.0044,60.0017,60.0005
140=60.0033,60.0003,60.0037,60.0024,59.9989,59.9998
141=60.0033,60.0003,60.0037,60.0024,59.9989,59.9998
142=60.0033,60.0003,60.0037,60.0024,59.9989,59.9998
143=60.0033,60.0003,60.0037,60.0024,59.9989,59.9998
144=60.0036,60.0014,60.0013,60.0033,60.0049,59.9987
145=60.0036,60.0014,60.0013,60.0033,60.0049,59.9987
146=60.0036,60.0014,60.0013,60.0033,60.0049,59.9987
147=60.0036,60.0014,60.0013,60.0033,60.0049,59.9987
148=59.9999,59.9999,59.9992,60.0014,60.0037,60.0053
149=59.9999,59.9999,59.9992,60.0014,60.0037,60.0053
150=59.9999,59.9999,59.9992,60.0014,60.0037,60.0053
151=59.9999,59.9999,59.9992,60.0014,60.0037,60.0053
152=59.9991,60.0023,59.9972,60.0033,60.0023,60.004
153=59.9991,60.0023,59.9972,60.0033,60.0023,60.004
154=59.9991,60.0023,59.9972,60.0033,60.0023,60.004
155=59.9991,60.0023,59.9972,60.0033,60.0023,60.004
156=60.0004,60.0,60.0015,60.0037,60.005,59.9984
157=60.0004,60.0,60.0015,60.0037,60.005,59.9984
158=60.0004,60.0,60.0015,60.0037,60.005,59.9984
159=60.0004,60.0,60.0015,60.0037,60.005,59.9984
160=59.9981,60.0027,59.9997,59.9986,60.0021,60.003
161=59.9981,60.0027,59.9997,59.9986,60.0021,60.003
162=59.9981,60.0027,59.9997,59.9986,60.0021,60.003
163=59.9981,60.0027,59.9997,59.9986,60.0021,60.003
164=60.3037,60.3002,60.307,60.3036,60.3028,60.3057
165=60.3037,60.3002,60.307,60.3036,60.3028,60.3057
166=60.3037,60.3002,60.307,60.3036,60.3028,60.3057
167=60.3037,60.3002,60.307,60.3036,60.3028,60.3057
168=60.5994,60.601,60.6067,60.602,60.6033,60.6005
169=60.5994,60.601,60.6067,60.602,60.6033,60.6005
170=60.5994,60.601,60.6067,60.602,60.6033,60.6005
171=60.5994,60.601,60.6067,60.602,60.6033,60.6005
172=60.9009,60.9038,60.9031,60.8995,60.9025,60.9013
173=60.9009,60.9038,60.9031,60.8995,60.9025,60.9013
174=60.9009,60.9038,60.9031,60.8995,60.9025,60.9013
175=60.9009,60.9038,60.9031,60.8995,60.9025,60.9013
176=61.2024,61.2078,61.2042,61.2024,61.2021,61.2024
177=61.2024,61.2078,61.2042,61.2024,61.2021,61.2024
178=61.2024,61.2078,61.2042,61.2024,61.2021,61.2024
179=61.2024,61.2078,61.2042,61.2024,61.2021,61.2024
180=61.5024,61.5027,61.5036,61.4976,61.502,61.496
181=61.5024,61.5027,61.5036,61.4976,61.502,61.496
182=61.5024,61.5027,61.5036,61.4976,61.502,61.496
183=61.5024,61.5027,61.5036,61.4976,61.502,61.496
184=61.8049,61.8039,61.8001,61.7984,61.8019,61.8025
185=61.8049,61.8039,61.8001,61.7984,61.8019,61.8025
186=61.8049,61.8039,61.8001,61.7984,61.8019,61.8025
187=61.8049,61.8039,61.8001,61.7984,61.8019,61.8025
188=62.1024,62.1013,62.1065,62.1045,62.1045,62.0988
189=62.1024,62.1013,62.1065,62.1045,62.1045,62.0988
190=62.1024,62.1013,62.1065,62.1045,62.1045,62.0988
191=62.1024,62.1013,62.1065,62.1045,62.1045,62.0988
192=62.3992,62.4011,62.4025,62.4047,62.4001,62.3999
193=62.3992,62.4011,62.4025,62.4047,62.4001,62.3999
194=62.3992,62.4011,62.4025,62.4047,62.4001,62.3999
195=62.3992,62.4011,62.4025,62.4047,62.4001,62.3999
196=62.6988,62.701,62.7037,62.704,62.7024,62.7046
197=62.6988,62.701,62.7037,62.704,62.7024,62.7046
198=62.6988,62.701,62.7037,62.704,62.7024,62.7046
199=62.6988,62.701,62.7037,62.704,62.7024,62.7046
200=62.9942,63.0002,63.0058,63.0039,62.9981,63.0039
201=62.9942,63.0002,63.0058,63.0039,62.9981,63.0039
202=62.9942,63.0002,63.0058,63.0039,62.9981,63.0039
203=62.9942,63.0002,63.0058,63.0039,62.9981,63.0039
204=63.3001,63.3013,63.3033,63.3029,63.2994,63.3065
205=63.3001,63.3013,63.3033,63.3029,63.2994,63.3065
206=63.3001,63.3013,63.3033,63.3029,63.2994,63.3065
207=63.3001,63.3013,63.3033,63.3029,63.2994,63.3065
208=63.6008,63.5991,63.6013,63.6047,63.6075,63.6035
209=63.6008,63.5991,63.6013,63.6047,63.6075,63.6035
210=63.6008,63.5991,63.6013,63.6047,63.6075,63.6035
211=63.6008,63.5991,63.6013,63.6047,63.6075,63.6035
212=63.9009,63.9019,63.9022,63.9039,63.8997,63.8982
213=63.9009,63.9019,63.9022,63.9039,63.8997,63.8982
214=63.9009,63.9019,63.9022,63.9039,63.8997,63.8982
215=63.9009,63.9019,63.9022,63.9039,63.8997,63.8982
216=64.1977,64.1999,64.201,64.1953,64.2037,64.1963
217=64.1977,64.1999,64.201,64.1953,64.2037,64.1963
218=64.1977,64.1999,64.201,64.1953,64.2037,64.1963
219=64.1977,64.1999,64.201,64.1953,64.2037,64.1963
220=64.4959,64.5009,64.5048,64.5052,64.4991,64.4994
221=64.4959,64.5009,64.5048,64.5052,64.4991,64.4994
222=64.4959,64.5009,64.5048,64.5052,64.4991,64.4994
223=64.4959,64.5009,64.5048,64.5052,64.4991,64.4994
224=64.7967,64.8038,64.8044,64.8003,64.8009,64.8001
225=64.7967,64.8038,64.8044,64.8003,64.8009,64.8001
226=64.7967,64.8038,64.8044,64.8003,64.8009,64.8001
227=64.7967,64.8038,64.8044,64.8003,64.8009,64.8001
228=65.0967,65.1005,65.0967,65.1034,65.0998,65.1044
229=65.0967,65.1005,65.0967,65.1034,65.0998,65.1044
230=65.0967,65.1005,65.0967,65.1034,65.0998,65.1044
231=65.0967,65.1005,65.0967,65.1034,65.0998,65.1044
232=65.4009,65.3998,65.3969,65.3998,65.4004,65.4006
233=65.4009,65.3998,65.3969,65.3998,65.4004,65.4006
234=65.4009,65.3998,65.3969,65.3998,65.4004,65.4006
235=65.4009,65.3998,65.3969,65.3998,65.4004,65.4006
236=65.7031,65.6974,65.6961,65.7017,65.7016,65.6976
237=65.7031,65.6974,65.6961,65.7017,65.7016,65.6976
238=65.7031,65.6974,65.6961,65.7017,65.7016,65.6976
239=65.7031,65.6974,65.6961,65.7017,65.7016,65.6976
240=66.0004,65.9971,66.0004,66.0007,66.0027,66.0012
241=66.0004,65.9971,66.0004,66.0007,66.0027,66.0012
242=66.0004,65.9971,66.0004,66.0007,66.0027,66.0012
243=66.0004,65.9971,66.0004,66.0007,66.0027,66.0012
244=66.3008,66.3013,66.2971,66.3032,66.2994,66.2969
245=66.3008,66.3013,66.2971,66.3032,66.2994,66.2969
246=66.3008,66.3013,66.2971,66.3032,66.2994,66.2969
247=66.3008,66.3013,66.2971,66.3032,66.2994,66.2969
248=66.5976,66.6003,66.6008,66.6032,66.598,66.6004
249=66.5976,66.6003,66.6008,66.6032,66.598,66.6004
250=66.5976,66.6003,66.6008,66.6032,66.598,66.6004
251=66.5976,66.6003,66.6008,66.6032,66.598,66.6004
252=66.905,66.9003,66.902,66.9006,66.9079,66.9053
253=66.905,66.9003,66.902,66.9006,66.9079,66.9053
254=66.905,66.9003,66.902,66.9006,66.9079,66.9053
255=66.905,66.9003,66.902,66.9006,66.9079,66.9053
256=67.2005,67.1978,67.2061,67.2007,67.2011,67.196
257=67.2005,67.1978,67.2061,67.2007,67.2011,67.196
258=67.2005,67.1978,67.2061,67.2007,67.2011,67.196
259=67.2005,67.1978,67.2061,67.2007,67.2011,67.196
260=67.4958,67.4987,67.5005,67.4984,67.5037,67.4993
261=67.4958,67.4987,67.5005,67.4984,67.5037,67.4993
262=67.4958,67.4987,67.5005,67.4984,67.5037,67.4993
263=67.4958,67.4987,67.5005,67.4984,67.5037,67.4993
264=67.7964,67.8043,67.8041,67.8013,67.8033,67.801
265=67.7964,67.8043,67.8041,67.8013,67.8033,67.801
266=67.7964,67.8043,67.8041,67.8013,67.8033,67.801
267=67.7964,67.8043,67.8041,67.8013,67.8033,67.801
268=68.1027,68.1056,68.0955,68.1012,68.1016,68.1014
269=68.1027,68.1056,68.0955,68.1012,68.1016,68.1014
270=68.1027,68.1056,68.0955,68.1012,68.1016,68.1014
271=68.1027,68.1056,68.0955,68.1012,68.1016,68.1014
272=68.4,68.4043,68.4023,68.3989,68.397,68.4022
273=68.4,68.4043,68.4023,68.3989,68.397,68.4022
274=68.4,68.4043,68.4023,68.3989,68.397,68.4022
275=68.4,68.4043,68.4023,68.3989,68.397,68.4022
276=68.7041,68.7003,68.7039,68.7015,68.7009,68.6992
277=68.7041,68.7003,68.7039,68.7015,68.7009,68.6992
278=68.7041,68.7003,68.7039,68.7015,68.7009,68.6992
279=68.7041,68.7003,68.7039,68.7015,68.7009,68.6992
280=68.9952,68.9995,69.0014,68.9996,69.0068,69.003
281=68.9952,68.9995,69.0014,68.9996,69.0068,69.003
282=68.9952,68.9995,69.0014,68.9996,69.0068,69.003
283=68.9952,68.9995,69.0014,68.9996,69.0068,69.003
284=69.2982,69.3021,69.2987,69.3027,69.303,69.3017
285=69.2982,69.3021,69.2987,69.3027,69.303,69.3017
286=69.2982,69.3021,69.2987,69.3027,69.303,69.3017
287=69.2982,69.3021,69.2987,69.3027,69.303,69.3017
288=69.5997,69.6005,69.6025,69.6029,69.5997,69.5978
289=69.5997,69.6005,69.6025,69.6029,69.5997,69.5978
290=69.5997,69.6005,69.6025,69.6029,69.5997,69.5978
291=69.5997,69.6005,69.6025,69.6029,69.5997,69.5978
292=69.8975,69.9011,69.9013,69.9026,69.9017,69.9018
293=69.8975,69.9011,69.9013,69.9026,69.9017,69.9018
294=69.8975,69.9011,69.9013,69.9026,69.9017,69.9018
295=69.8975,69.9011,69.9013,69.9026,69.9017,69.9018
296=70.2055,70.1959,70.1961,70.1947,70.2021,70.1961
297=70.2055,70.1959,70.1961,70.1947,70.2021,70.1961
298=70.2055,70.1959,70.1961,70.1947,70.2021,70.1961
299=70.2055,70.1959,70.1961,70.1947,70.2021,70.1961
300=70.4985,70.5041,70.4982,70.5,70.4965,70.4988
301=70.4985,70.5041,70.4982,70.5,70.4965,70.4988
302=70.4985,70.5041,70.4982,70.5,70.4965,70.4988
303=70.4985,70.5041,70.4982,70.5,70.4965,70.4988
304=70.8041,70.801,70.8031,70.8033,70.7999,70.804
305=70.8041,70.801,70.8031,70.8033,70.7999,70.804
306=70.8041,70.801,70.8031,70.8033,70.7999,70.804
307=70.8041,70.801,70.8031,70.8033,70.7999,70.804
308=71.0995,71.0996,71.097,71.1009,71.1034,71.1008
309=71.0995,71.0996,71.097,71.1009,71.1034,71.1008
310=71.0995,71.0996,71.097,71.1009,71.1034,71.1008
311=71.0995,71.0996,71.097,71.1009,71.1034,71.1008
312=71.4009,71.4027,71.3981,71.3991,71.4028,71.4
313=71.4009,71.4027,71.3981,71.3991,71.4028,71.4
314=71.4009,71.4027,71.3981,71.3991,71.4028,71.4
315=71.4009,71.4027,71.3981,71.3991,71.4028,71.4
316=71.7032,71.7022,71.7024,71.7047,71.7002,71.7048
317=71.7032,71.7022,71.7024,71.7047,71.7002,71.7048
318=71.7032,71.7022,71.7024,71.7047,71.7002,71.7048
319=71.7032,71.7022,71.7024,71.7047,71.7002,71.7048
320=71.9956,72.0006,72.0004,72.0044,72.0042,72.0035
321=71.9956,72.0006,72.0004,72.0044,72.0042,72.0035
322=71.9956,72.0006,72.0004,72.0044,72.0042,72.0035
323=71.9956,72.0006,72.0004,72.0044,72.0042,72.0035
324=72.299,72.3025,72.2985,72.3014,72.2962,72.2988
325=72.299,72.3025,72.2985,72.3014,72.2962,72.2988
326=72.299,72.3025,72.2985,72.3014,72.2962,72.2988
327=72.299,72.3025,72.2985,72.3014,72.2962,72.2988
328=72.6021,72.6042,72.6014,72.6048,72.5973,72.6011
329=72.6021,72.6042,72.6014,72.6048,72.5973,72.6011
330=72.6021,72.6042,72.6014,72.6048,72.5973,72.6011
331=72.6021,72.6042,72.6014,72.6048,72.5973,72.6011
332=72.9011,72.8973,72.8964,72.8999,72.9036,72.8982
333=72.9011,72.8973,72.8964,72.8999,72.9036,72.8982
334=72.9011,72.8973,72.8964,72.8999,72.9036,72.8982
335=72.9011,72.8973,72.8964,72.8999,72.9036,72.8982
336=73.1997,73.2039,73.1996,73.2047,73.2009,73.2027
337=73.1997,73.2039,73.1996,73.2047,73.2009,73.2027
338=73.1997,73.2039,73.1996,73.2047,73.2009,73.2027
339=73.1997,73.2039,73.1996,73.2047,73.2009,73.2027
340=73.5027,73.5021,73.5011,73.4981,73.5003,73.5049
341=73.5027,73.5021,73.5011,73.4981,73.5003,73.5049
342=73.5027,73.5021,73.5011,73.4981,73.5003,73.5049
343=73.5027,73.5021,73.5011,73.4981,73.5003,73.5049
344=73.7987,73.8017,73.8029,73.8028,73.8059,73.8008
345=73.7987,73.8017,73.8029,73.8028,73.8059,73.8008
346=73.7987,73.8017,73.8029,73.8028,73.8059,73.8008
347=73.7987,73.8017,73.8029,73.8028,73.8059,73.8008
348=74.1026,74.103,74.0988,74.1005,74.1011,74.0971
349=74.1026,74.103,74.0988,74.1005,74.1011,74.0971
350=74.1026,74.103,74.0988,74.1005,74.1011,74.0971
351=74.1026,74.103,74.0988,74.1005,74.1011,74.0971
352=74.4055,74.403,74.404,74.3999,74.3994,74.3984
353=74.4055,74.403,74.404,74.3999,74.3994,74.3984
354=74.4055,74.403,74.404,74.3999,74.3994,74.3984
355=74.4055,74.403,74.404,74.3999,74.3994,74.3984
356=74.6974,74.6957,74.707,74.6977,74.7017,74.6965
357=74.6974,74.6957,74.707,74.6977,74.7017,74.6965
358=74.6974,74.6957,74.707,74.6977,74.7017,74.6965
359=74.6974,74.6957,74.707,74.6977,74.7017,74.6965
360=74.9973,75.0019,75.0,74.9977,74.9972,74.9994
361=74.9973,75.0019,75.0,74.9977,74.9972,74.9994
362=74.9973,75.0019,75.0,74.9977,74.9972,74.9994
363=74.9973,75.0019,75.0,74.9977,74.9972,74.9994
364=75.3011,75.3022,75.2991,75.2976,75.3037,75.2989
365=75.3011,75.3022,75.2991,75.2976,75.3037,75.2989
366=75.3011,75.3022,75.2991,75.2976,75.3037,75.2989
367=75.3011,75.3022,75.2991,75.2976,75.3037,75.2989
368=75.5991,75.5997,75.6013,75.6005,75.5982,75.5982
369=75.5991,75.5997,75.6013,75.6005,75.5982,75.5982
370=75.5991,75.5997,75.6013,75.6005,75.5982,75.5982
371=75.5991,75.5997,75.6013,75.6005,75.5982,75.5982
372=75.8992,75.8982,75.898,75.9033,75.9023,75.9028
373=75.8992,75.8982,75.898,75.9033,75.9023,75.9028
374=75.8992,75.8982,75.898,75.9033,75.9023,75.9028
375=75.8992,75.8982,75.898,75.9033,75.9023,75.9028
376=76.205,76.2013,76.1987,76.2025,76.1997,76.1993
377=76.205,76.2013,76.1987,76.2025,76.1997,76.1993
378=76.205,76.2013,76.1987,76.2025,76.1997,76.1993
379=76.205,76.2013,76.1987,76.2025,76.1997,76.1993
380=76.4981,76.5019,76.5054,76.4993,76.5021,76.5024
381=76.4981,76.5019,76.5054,76.4993,76.5021,76.5024
382=76.4981,76.5019,76.5054,76.4993,76.5021,76.5024
383=76.4981,76.5019,76.5054,76.4993,76.5021,76.5024
384=76.8039,76.8003,76.8046,76.8014,76.8016,76.7978
385=76.8039,76.8003,76.8046,76.8014,76.8016,76.7978
386=76.8039,76.8003,76.8046,76.8014,76.8016,76.7978
387=76.8039,76.8003,76.8046,76.8014,76.8016,76.7978
388=77.1058,77.1029,77.1025,77.1034,77.0996,77.0955
389=77.1058,77.1029,77.1025,77.1034,77.0996,77.0955
390=77.1058,77.1029,77.1025,77.1034,77.0996,77.0955
391=77.1058,77.1029,77.1025,77.1034,77.0996,77.0955
392=77.4009,77.4011,77.3979,77.4017,77.4083,77.3997
393=77.4009,77.4011,77.3979,77.4017,77.4083,77.3997
394=77.4009,77.4011,77.3979,77.4017,77.4083,77.3997
395=77.4009,77.4011,77.3979,77.4017,77.4083,77.3997
396=77.697,77.6994,77.703,77.7031,77.7032,77.6991
397=77.697,77.6994,77.703,77.7031,77.7032,77.6991
398=77.697,77.6994,77.703,77.7031,77.7032,77.6991
399=77.697,77.6994,77.703,77.7031,77.7032,77.6991
400=78.0042,78.0025,77.9973,78.0029,78.0016,78.0003
401=78.0042,78.0025,77.9973,78.0029,78.0016,78.0003
402=78.0042,78.0025,77.9973,78.0029,78.0016,78.0003
403=78.0042,78.0025,77.9973,78.0029,78.0016,78.0003
404=78.3029,78.2996,78.3031,78.2986,78.3015,78.295
405=78.3029,78.2996,78.3031,78.2986,78.3015,78.295
406=78.3029,78.2996,78.3031,78.2986,78.3015,78.295
407=78.3029,78.2996,78.3031,78.2986,78.3015,78.295
408=78.6023,78.5958,78.5955,78.6,78.5985,78.6032
409=78.6023,78.5958,78.5955,78.6,78.5985,78.6032
410=78.6023,78.5958,78.5955,78.6,78.5985,78.6032
